Date,Weekly hadith
8/17,"Muslim: Book 32; Number 6181: 
Abu Huraira reported that a person said: Allah's Messenger; who amongst the people is most deserving of my good treatment? He said: Your mother; again your mother; again your mother; then your father; then your nearest relatives according to the order (of nearness). 
"
8/18,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/19,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/20,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/21,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/22,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/23,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/24,"Bukhari: Volume 2; Book 26; Number 621: 
Narrated 'Abdullah bin 'Umar : 
The Talbiya of Allah's Apostle was : 'Labbaika Allahumma labbaik; Labbaika la sharika Laka labbaik; Inna-l-hamda wan-ni'mata Laka walmu Lk; La sharika Laka' (I respond to Your call O Allah; I respond to Your call; and I am obedient to Your orders; You have no partner; I respond to Your call All the praises and blessings are for You; All the sovereignty is for You; And You have no partners with you."
8/25,"Bukhari: Volume 2; Book 18; Number 151:   
Narrated Abu Masud: 
The Prophet said; ""The sun and the moon do not eclipse because of the death of someone from the people but they are two signs amongst the signs of Allah. When you see them stand up and pray."" "
8/26,"Bukhari: Volume 2; Book 18; Number 151:   
Narrated Abu Masud: 
The Prophet said; ""The sun and the moon do not eclipse because of the death of someone from the people but they are two signs amongst the signs of Allah. When you see them stand up and pray."" "
8/27,"Bukhari: Volume 2; Book 18; Number 151:   
Narrated Abu Masud: 
The Prophet said; ""The sun and the moon do not eclipse because of the death of someone from the people but they are two signs amongst the signs of Allah. When you see them stand up and pray."" "
8/28,"Bukhari: Volume 2; Book 18; Number 151:   
Narrated Abu Masud: 
The Prophet said; ""The sun and the moon do not eclipse because of the death of someone from the people but they are two signs amongst the signs of Allah. When you see them stand up and pray."" "
8/29,"Bukhari: Volume 2; Book 18; Number 151:   
Narrated Abu Masud: 
The Prophet said; ""The sun and the moon do not eclipse because of the death of someone from the people but they are two signs amongst the signs of Allah. When you see them stand up and pray."" "
8/30,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
8/31,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/1,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/2,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/3,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/4,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/5,"Muslim Book 43; Number 7152: 
Anas b. Malik reported that Allah; the Exalted and Glorious; sent revelation to Allah's Messenger (may peace be upon him) just before his death in quick succession until he left for his heavenly home; and the day when he died; he received the revelation profusely. "
9/6,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/7,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/8,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/9,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/10,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/11,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/12,"Muslim: Book 31; Number 5698:
Anas b. Malik reported that Abu Bakr Siddiq reported him thus: I saw the feet of the polytheists very close to us as we were in the cave. I said: Allah's Messenger; if one amongst them were to see at his feet he would have surely seen us. Thereupon he said: Abu Bakr; what can befall twain who have Allah as the third One with them. 
"
9/13,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/14,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/15,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/16,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/17,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/18,"Muslim: Book 31; Number 5877:
Ibn Abu Mulaika reported: I heard A'isha as saying and she was asked as to whom Allah's Messenger (PBUH) would have nominated his successor if he had to nominate one at all. She said: Abu Bakr. It was said to her: Then whom after Abu Bakr? She said: Umar. It was said to her. Then whom after 'Umar ? She said: Abu Ubaida b. Jarrab; and then she kept quiet at this."
9/19,"Bukhari: Volume 4; Book 55; Number 548: Narrated Abu Huraira:
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" 
"
9/20,"Bukhari: Volume 4; Book 55; Number 548: Narrated Abu Huraira:
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" 
"
9/21,"Bukhari: Volume 4; Book 55; Number 548: Narrated Abu Huraira:
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" 
"
9/22,"Bukhari: Volume 4; Book 55; Number 548: Narrated Abu Huraira:
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" 
"
9/23,"Bukhari: Volume 4; Book 55; Number 548: Narrated Abu Huraira:
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" 
"
9/24,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/25,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/26,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/27,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/28,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/29,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
9/30,"Bukhari: Volume 3; Book 39; Number 513:
Narrated Anas bin Malik: 
Allah's Apostle said; ""There is none amongst the Muslims who plants a tree or sows seeds; and then a bird; or a person or an animal eats from it; but is regarded as a charitable gift for him."" 
"
10/1,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/2,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/3,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/4,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/5,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/6,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/7,"Bukhari: Volume 2; Book 23; Number 336:
Narrated Jabir bin 'Abdullah:
When my father was martyred; I lifted the sheet from his face and wept and the people forbade me to do so but the Prophet did not forbid me. Then my aunt Fatima began weeping and the Prophet said; ""It is all the same whether you weep or not. The angels were shading him continuously with their wings till you shifted him (from the field). """
10/8,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/9,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/10,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/11,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/12,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/13,Anas b. Malik reported Allah's Messenger (way peace be upon him) as saying: Three things follow the bier of a dead man. two of them come back and one is left with him: the members of his family. wealth and his-good deeds. The members of his family and wealth come back and the deeds alone are left with him.
10/14,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/15,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/16,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/17,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/18,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/19,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/20,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/21,"Narrated Abdullah ibn Amr: 
The Prophet (peace_be_upon_him) said: Knowledge has three categories; anything else is extra; a precise verse; or an established sunnah (practice); or a firm obligatory duty. "
10/22,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/23,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/24,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/25,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/26,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/27,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/28,Paradise and Hell-fire disputed together; and Hell-fire said: In me are the mighty and the haughty. Paradise said: In me are the weak and the poor. So Allah judged between them; [saying]: You are Paradise; My mercy; through you I show mercy to those I wish. And you are Hell-fire; My punishment; through you I punish those I wish; and it is incumbent upon Me that each of you shall have its fill.
10/29,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
10/30,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
10/31,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
11/1,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
11/2,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
11/3,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
11/4,"Narrated Abdullah ibn Umar: 
The Prophet (peace_be_upon_him) said: He who does not accept an invitation which he receives has disobeyed Allah and His Apostle of; and he who enters without invitation enters as a thief and goes out as a raider."
11/5,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/6,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/7,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/8,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/9,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/10,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/11,"Narrated Abu Huraira: 
Allah's Apostle said; ""The first group of people who will enter Paradise; will be glittering like the full moon and those who will follow them; will glitter like the most brilliant star in the sky. They will not urinate; relieve nature; spit; or have any nasal secretions. Their combs will be of gold; and their sweat will smell like musk. The aloes-wood will be used in their centers. Their wives will be houris. All of them will look alike and will resemble their father Adam (in statute); sixty cubits tall."""
11/12,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/13,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/14,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/15,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/16,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/17,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/18,"Bukhari: Volume 4; Book 55; Number 548:
Narrated Abu Huraira: 
Allah 's Apostle said; ""Treat women nicely; for a women is created from a rib; and the most curved portion of the rib is its upper portion; so; if you should try to straighten it; it will break; but if you leave it as it is; it will remain crooked. So treat women nicely."" "
11/19,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/20,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/21,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/22,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/23,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/24,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
11/25,"Bukhari: Vol 4; Book 55; Number 554:
Narrated Abu Huraira:
Allah's Apostle said; ""Shall I not tell you about the Dajjal a story of which no prophet told his nation? The Dajjall is one-eyed and will bring with him what will resemble Hell and Paradise; and what he will call Paradise will be actually Hell; so I warn you (against him) as Noah warned his nation against him."" 
"
